curriculum_vocab_id,curriculum_word,curriculum_version,master_word,cefr,freq_rank,freq_grade,meaning_ko,match_type
4224,sight,2015,Sight,A1,500,고빈도,"시력, 광경",exact
4225,sign,2015,Sign,A2,2936,고빈도,서명하다,exact
4226,significant,2015,Significant,B1,900,고빈도,"중요한, 상당한",exact
4227,silent,2015,Silent,A1,1500,고빈도,"조용한, 침묵하는",exact
4228,silk,2015,Silk,A2,2800,중빈도,"실크, 비단",exact
4229,silly,2015,Silly,A1,2100,고빈도,"어리석은, 바보 같은",exact
4230,silver,2015,Silver,A1,1234,중빈도,은,exact
4231,similar,2015,Similar,A2,456,고빈도,"비슷한, 유사한",exact
4232,simple,2015,Simple,A1,123,고빈도,"간단한, 쉬운",exact
4233,simulate,2015,Simulate,B2,4536,중빈도,시뮬레이션하다,exact
4234,simultaneous,2015,Simultaneous,B2,3456,중빈도,"동시의, 동시에 일어나는",exact
4235,sin,2015,Sin,B1,2500,중빈도,"죄, 죄악",exact
4236,since,2015,Since,A2,80,고빈도,"~이후로, ~때문에",exact
4237,sing,2015,Sing,A1,3476,최고빈도,노래하다,exact
4238,single,2015,Single,A1,150,고빈도,"하나의, 독신의, 단일의",exact
4239,sink,2015,Sink,A2,3295,고빈도,가라앉다,exact
4240,sister,2015,Sister,A1,300,고빈도,"여자 형제, 자매",exact
4241,sit,2015,Sit,A1,2837,최고빈도,앉다,exact
4242,site,2015,Site,A2,900,고빈도,"장소, 부지, 위치",exact
4243,situation,2015,Situation,A2,750,중빈도,"상황, 처지, 입장",exact
4244,size,2015,Size,A1,550,고빈도,"크기, 사이즈",exact
4245,skill,2015,Skill,A2,500,고빈도,"기술, 능력",exact
4246,skin,2015,Skin,A1,800,고빈도,"피부, 껍질",exact
4247,skip,2015,Skip,A2,2315,고빈도,깡충깡충 뛰다,exact
4248,skirt,2015,Skirt,A1,1200,고빈도,치마,exact
4249,sky,2015,Sky,A1,200,고빈도,하늘,exact
4250,slaughter,2015,Slaughter,B2,4800,중빈도,"도살, 학살",exact
4251,slave,2015,Slave,B1,2800,중빈도,노예,exact
4252,sleep,2015,Sleep,A1,2758,최고빈도,자다,exact
4253,slice,2015,Slice,A1,1695,고빈도,조각,exact
4254,slide,2015,Slide,A2,3078,고빈도,미끄러지다,exact
4255,slight,2015,Slight,A2,3200,중빈도,"약간의, 가벼운",exact
4256,slim,2015,Slim,A2,3800,중빈도,"날씬한, 호리호리한",exact
4257,slip,2015,Slip,A2,3079,고빈도,미끄러지다,exact
4258,slope,2015,Slope,A2,1979,고빈도,"경사, 비탈",exact
4259,slow,2015,Slow,A1,4578,고빈도,늦추다,exact
4260,small,2015,Small,A1,150,고빈도,"작은, 적은",exact
4261,smart,2015,Smart,A1,600,고빈도,"똑똑한, 영리한",exact
4262,smash,2015,Smash,A2,2106,고빈도,부수다,exact
4263,smell,2015,Smell,A2,2622,고빈도,냄새 맡다,exact
4264,smile,2015,Smile,A1,3458,최고빈도,미소짓다,exact
4265,smoke,2015,Smoke,B1,8042,중빈도,연기나다,exact
4266,smooth,2015,Smooth,A2,750,고빈도,"매끄러운, 부드러운",exact
4267,snake,2015,Snake,A1,1800,고빈도,뱀,exact
4268,snap,2015,Snap,A2,1833,고빈도,딱 부러지다,exact
4269,sneak,2015,Sneak,A2,2269,고빈도,몰래 움직이다,exact
4270,sniff,2015,Sniff,A2,2196,고빈도,냄새를 맡다,exact
4271,snow,2015,Snow,A1,800,고빈도,눈,exact
4272,so,2015,,,,,,none
4273,soak,2015,Soak,A2,1866,고빈도,"담그다, 적시다",exact
4274,soap,2015,Soap,A1,800,고빈도,비누,exact
4275,soccer,2015,Soccer,A1,900,고빈도,축구,exact
4276,social,2015,Social,B1,600,고빈도,"사회적인, 사교적인",exact
4277,society,2015,Society,B1,500,고빈도,사회,exact
4278,sociology,2015,Sociology,B1,2500,중빈도,사회학,exact
4279,sock,2015,Sock,A1,800,고빈도,양말,exact
1829,soft,2015,Soft,A1,345,고빈도,부드러운,exact
4280,software,2015,Software,A2,678,고빈도,소프트웨어,exact
4281,soil,2015,Soil,A2,1234,중빈도,"흙, 토양",exact
4282,soldier,2015,Soldier,A1,1500,중빈도,"군인, 병사",exact
4283,sole,2015,Sole,B1,2800,중빈도,"유일한, 단 하나의|발바닥, 신발 밑창",exact
4284,solid,2015,Solid,A1,1600,고빈도,"단단한, 고체의",exact
4285,solo,2015,Solo,A2,2800,중빈도,"단독의, 혼자의",exact
4286,solve,2015,Solve,A2,2567,고빈도,해결하다,exact
4287,some,2015,Some,A1,10,고빈도,"약간의, 몇몇의",exact
4288,somewhat,2015,Somewhat,A2,1800,중빈도,"약간, 다소",exact
4289,son,2015,Son,A1,700,고빈도,아들,exact
4290,song,2015,Song,A1,500,고빈도,노래,exact
4291,soon,2015,Soon,A1,600,고빈도,"곧, 금방",exact
4292,sophisticated,2015,Sophisticated,B1,2500,중빈도,"세련된, 정교한, 복잡한",exact
4293,sore,2015,Sore,A2,3000,중빈도,"아픈, 쓰린",exact
4294,sorry,2015,Sorry,A1,150,고빈도,"미안한, 유감스러운",exact
4295,sort,2015,Sort,A2,2400,고빈도,분류하다,exact
4296,soul,2015,Soul,B1,1200,중빈도,"영혼, 정신",exact
4297,sound,2015,Sound,A2,3716,최고빈도,소리 나다,exact
4298,sour,2015,Sour,A1,2800,중빈도,"신, 시큼한",exact
4299,source,2015,Source,B1,600,고빈도,"출처, 근원",exact
4300,south,2015,South,A1,400,고빈도,남쪽,exact
4301,space,2015,Space,A1,200,고빈도,"공간, 우주",exact
4302,span,2015,Span,B1,3500,중빈도,기간|범위|폭,exact
4303,spare,2015,Spare,A1,1534,고빈도,"여분의, 예비의",exact
4304,spark,2015,Spark,A2,2061,고빈도,불꽃,exact
4305,speak,2015,Speak,A1,2652,최고빈도,말하다,exact
4306,special,2015,Special,A1,400,고빈도,특별한,exact
4307,species,2015,Species,B1,1809,중빈도,종,exact
4308,specific,2015,Specific,B1,800,고빈도,"특정한, 구체적인",exact
4309,spectacle,2015,Spectacle,B1,3500,중빈도,"구경거리, 장관",exact
4310,spectrum,2015,Spectrum,B2,2500,중빈도,"스펙트럼, 범위",exact
4311,speech,2015,Speech,A2,700,고빈도,"연설, 말",exact
4312,speed,2015,Speed,A2,4579,고빈도,속도를내다,exact
4313,spell,2015,Spell,A1,1671,고빈도,철자를 말하다,exact
4314,spend,2015,Spend,A2,7633,고빈도,쓰다,exact
4315,sphere,2015,Sphere,A2,1800,중빈도,"구, 영역",exact
4316,spill,2015,Spill,A1,1826,고빈도,"쏟다, 엎지르다",exact
4317,spin,2015,Spin,B1,3075,중빈도,회전하다,exact
4318,spirit,2015,Spirit,A2,800,고빈도,"정신, 영혼, 기분",exact
4319,spit,2015,Spit,B1,6696,중빈도,뱉다,exact
4320,spite,2015,Spite,B1,4800,중빈도,"악의, 앙심",exact
4321,splash,2015,Splash,A2,2010,고빈도,튀기다,exact
4322,split,2015,Split,A2,3377,고빈도,쪼개다,exact
4323,spoil,2015,Spoil,B1,6383,중빈도,상하게하다,exact
4324,spoon,2015,Spoon,A1,1200,고빈도,숟가락,exact
4325,spot,2015,Spot,B1,3058,중빈도,발견하다,exact
4326,spouse,2015,Spouse,A2,3500,중빈도,배우자,exact
4327,spread,2015,Spread,A2,2820,고빈도,퍼뜨리다,exact
4328,square,2015,Square,A1,350,고빈도,"정사각형, 광장",exact
4329,squeeze,2015,Squeeze,B1,2889,중빈도,짜다,exact
4330,stable,2015,Stable,B1,2800,중빈도,"안정된, 견고한",exact
4331,stack,2015,Stack,B1,2312,중빈도,쌓다,exact
4332,stage,2015,Stage,A1,800,고빈도,"무대, 단계",exact
4333,stain,2015,Stain,A2,2036,고빈도,얼룩,exact
4334,stairs,2015,Stairs,A1,900,고빈도,계단,exact
4335,stamp,2015,Stamp,A1,1500,고빈도,"우표, 도장, 발을 구르다",exact
4336,stand,2015,Stand,A1,2836,최고빈도,서다,exact
4337,standard,2015,Standard,B1,1200,고빈도,"기준, 표준",exact
4338,stare,2015,Stare,A1,1654,고빈도,응시하다,exact
4339,start,2015,Start,A1,2741,최고빈도,시작하다,exact
4340,starve,2015,Starve,B1,6703,중빈도,굶다,exact
4341,state,2015,State,A2,2474,고빈도,진술하다,exact
4342,station,2015,Station,A1,300,고빈도,"역, 방송국, 위치",exact
4343,statistic,2015,Statistic,B1,2500,중빈도,"통계, 통계 자료",exact
4344,statue,2015,Statue,A1,3500,중빈도,"조각상, 동상",exact
4345,status,2015,Status,B1,1500,중빈도,"지위, 신분; 상태, 상황",exact
4346,stay,2015,Stay,A1,2737,최고빈도,머무르다,exact
4347,steady,2015,Steady,A2,1612,고빈도,"꾸준한, 안정된",exact
4348,steal,2015,,,,,,none
4349,steam,2015,Steam,B1,4397,중빈도,김이나다,exact
4350,steel,2015,,,,,,none
4351,steep,2015,Steep,A2,1823,고빈도,가파른,exact
4352,stem,2015,Stem,A2,2800,중빈도,"유래하다, 생기다",exact
4353,step,2015,Step,A1,200,고빈도,"걸음, 단계",exact
4354,stick,2015,Stick,A1,150,고빈도,"붙이다, 찌르다, 고수하다",exact
4355,stiff,2015,Stiff,A2,2028,고빈도,뻣뻣한,exact
4356,still,2015,Still,A1,100,고빈도,"여전히, 아직도",exact
4357,stimulate,2015,Stimulate,B1,2800,중빈도,"자극하다, 활성화시키다",exact
4358,stir,2015,Stir,A2,1822,고빈도,"젓다, 휘젓다",exact
4359,stitch,2015,Stitch,B1,2293,중빈도,꿰매다,exact
4360,stock,2015,Stock,B1,1200,중빈도,"재고, 주식, 저장",exact
4361,stomach,2015,Stomach,A1,800,고빈도,위,exact
4362,stone,2015,Stone,A1,500,고빈도,돌,exact
4363,stop,2015,Stop,A1,2552,고빈도,멈추다,exact
4364,store,2015,Store,A2,2923,고빈도,저장하다,exact
4365,storm,2015,Storm,A1,900,고빈도,"폭풍, 폭풍우",exact
4366,story,2015,Story,A1,150,고빈도,"이야기, 소설",exact
4367,stove,2015,Stove,A1,3800,중빈도,"스토브, 난로, 레인지",exact
4368,straight,2015,Straight,A1,300,고빈도,"똑바로, 곧장",exact
4369,strain,2015,Strain,B1,2500,중빈도,"압박, 부담, 긴장; 염좌",exact
4370,strange,2015,Strange,A1,400,고빈도,"이상한, 낯선",exact
4371,strategy,2015,Strategy,B1,1800,중빈도,"전략, 계획",exact
4372,straw,2015,Straw,A1,3200,중빈도,"빨대, 짚",exact
4373,strawberry,2015,Strawberry,A1,2800,중빈도,딸기,exact
4374,stream,2015,Stream,B1,2360,중빈도,스트리밍하다,exact
4375,street,2015,Street,A1,300,고빈도,"거리, 길",exact
4376,stress,2015,Stress,B1,3175,중빈도,강조하다,exact
4377,stretch,2015,Stretch,A1,1716,고빈도,"늘리다, 뻗다",exact
4378,strict,2015,Strict,A2,1800,중빈도,"엄격한, 엄한",exact
4379,strike,2015,Strike,B1,3086,중빈도,치다,exact
4380,string,2015,String,A1,600,고빈도,"끈, 줄",exact
4381,strip,2015,Strip,A2,1976,고빈도,벗기다,exact
4382,stripe,2015,Stripe,A2,2500,중빈도,줄무늬,exact
4383,stroke,2015,Stroke,B1,8065,중빈도,쓰다듬다,exact
4384,strong,2015,Strong,A1,300,고빈도,"강한, 힘센",exact
4385,structure,2015,Structure,B1,400,고빈도,"구조, 건축물",exact
4386,struggle,2015,Struggle,A2,1576,고빈도,"분투하다, 애쓰다",exact
4387,student,2015,Student,A1,150,고빈도,학생,exact
4388,study,2015,Study,A1,2599,고빈도,공부하다,exact
4389,stuff,2015,Stuff,A2,1200,중빈도,"물건, 재료, 물질",exact
4390,subject,2015,Subject,A1,250,고빈도,"주제, 과목, 대상",exact
4391,subjective,2015,Subjective,B1,3200,중빈도,주관적인,exact
4392,submarine,2015,Submarine,A2,4500,중빈도,잠수함,exact
4393,submit,2015,Submit,B1,2937,중빈도,제출하다,exact
4394,subscribe,2015,Subscribe,B1,2363,중빈도,구독하다,exact
4395,substance,2015,Substance,B1,1800,고빈도,"물질, 본질, 핵심",exact
4396,substantial,2015,Substantial,B1,2500,고빈도,"상당한, 실질적인",exact
4397,substitute,2015,Substitute,B1,6447,중빈도,대체하다,exact
4398,subtle,2015,subtle,B2,8602,중빈도,"미묘한, 섬세한",exact
4399,suburb,2015,Suburb,A2,1500,고빈도,교외,exact
4400,subway,2015,Subway,A1,876,고빈도,지하철,exact
4401,succeed,2015,Succeed,A2,2559,고빈도,성공하다,exact
4402,such,2015,Such,A2,123,고빈도,"그러한, 그런",exact
4403,suck,2015,Suck,A2,3473,고빈도,빨다,exact
4404,sudden,2015,Sudden,A1,654,고빈도,갑작스러운,exact
4405,suffer,2015,Suffer,B1,3542,고빈도,고통받다,exact
4406,sufficient,2015,Sufficient,B1,2800,중빈도,"충분한, 족한",exact
4407,sugar,2015,Sugar,A1,800,고빈도,설탕,exact
4408,suggest,2015,Suggest,A2,2446,고빈도,제안하다,exact
4409,suicide,2015,Suicide,B2,3500,중빈도,자살,exact
4410,suit,2015,Suit,A2,5256,고빈도,어울리다,exact
4411,suite,2015,Suite,A2,4200,중빈도,"스위트룸, 모음곡",exact
4412,sum,2015,Sum,B1,3025,중빈도,합산하다,exact
4413,summary,2015,Summary,A2,3000,고빈도,요약,exact
4414,summit,2015,Summit,B1,1713,중빈도,"정상, 정상회담",exact
4415,sun,2015,Sun,A1,900,고빈도,태양,exact
4416,super,2015,Super,A1,500,고빈도,"아주 좋은, 훌륭한",exact
4417,superb,2015,Superb,B1,3500,중빈도,"최고의, 훌륭한",exact
4418,superior,2015,Superior,B1,3000,중빈도,"우수한, 뛰어난, 상위의",exact
4419,supervise,2015,Supervise,B1,2411,중빈도,감독하다,exact
4420,supper,2015,Supper,A1,5678,중빈도,저녁 식사,exact
4421,supplement,2015,Supplement,B1,2345,중빈도,"보충제, 추가물",exact
4422,supply,2015,Supply,B1,2482,중빈도,공급하다,exact
4423,support,2015,Support,A2,2518,고빈도,지지하다,exact
4424,suppose,2015,Suppose,A2,2632,중빈도,추측하다,exact
4425,sure,2015,Sure,A1,100,고빈도,"확실한, 물론",exact
4426,surface,2015,Surface,A2,1509,고빈도,표면,exact
4427,surgery,2015,Surgery,A2,1500,중빈도,수술,exact
4428,surprise,2015,Surprise,A2,3548,고빈도,놀라게 하다,exact
4429,surrender,2015,Surrender,B1,2122,중빈도,항복하다,exact
4430,surround,2015,Surround,A2,1200,중빈도,"둘러싸다, 에워싸다",exact
4431,survey,2015,Survey,B2,3246,고빈도,조사하다,exact
4432,survive,2015,Survive,A2,1558,고빈도,"살아남다, 생존하다",exact
4433,suspect,2015,Suspect,B1,3007,중빈도,의심하다,exact
4434,suspend,2015,Suspend,B1,1678,중빈도,"중단하다, 매달다",exact
4435,sustain,2015,Sustain,B1,1783,중빈도,"유지하다, 지탱하다",exact
4436,swallow,2015,Swallow,A2,1881,고빈도,삼키다,exact
4437,swear,2015,Swear,A2,1699,고빈도,"맹세하다, 욕하다",exact
4438,sweat,2015,Sweat,A1,1934,고빈도,땀,exact
4439,sweep,2015,Sweep,A2,2284,고빈도,쓸다,exact
4440,sweet,2015,Sweet,A1,250,고빈도,"달콤한, 상냥한",exact
4441,swell,2015,Swell,A2,1965,고빈도,"붓다, 부풀다",exact
4442,swift,2015,Swift,A2,1808,고빈도,빠른,exact
4443,swim,2015,Swim,A1,2841,고빈도,수영하다,exact
4444,swing,2015,Swing,A2,2338,고빈도,흔들다,exact
4445,switch,2015,Switch,A1,1515,고빈도,"바꾸다, 전환하다",exact
4446,symbol,2015,Symbol,A2,1500,고빈도,"상징, 기호",exact
4447,sympathy,2015,Sympathy,B1,2500,중빈도,"동정, 연민, 공감",exact
4448,symphony,2015,Symphony,B1,4000,중빈도,교향곡,exact
4449,symptom,2015,Symptom,A2,2000,중빈도,증상,exact
4450,system,2015,System,A2,200,고빈도,"체계, 시스템",exact
4452,table,2015,Table,A1,100,고빈도,"탁자, 식탁, 표",exact
4453,tackle,2015,Tackle,A2,1814,고빈도,"다루다, 태클하다",exact
4454,tag,2015,Tag,B1,3181,중빈도,태그하다,exact
4455,tail,2015,Tail,A1,900,고빈도,꼬리,exact
4456,take,2015,Take,A1,60,고빈도,"가지다, 잡다, 데려가다",exact
4457,tale,2015,Tale,A1,2800,중빈도,"이야기, 설화",exact
4458,talent,2015,Talent,A2,1800,중빈도,"재능, 재주",exact
4459,talk,2015,Talk,A1,2653,최고빈도,이야기하다,exact
1825,tall,2015,Tall,A1,500,고빈도,"키가 큰, 높은",exact
4460,tap,2015,Tap,A2,5535,고빈도,두드리다,exact
4461,tape,2015,Tape,A2,2299,고빈도,테이프로 붙이다,exact
4462,target,2015,Target,B1,6616,중빈도,목표로삼다,exact
4463,task,2015,Task,A1,800,고빈도,과제|임무|일,exact
4464,taste,2015,Taste,A2,2623,고빈도,맛보다,exact
4465,tattoo,2015,Tattoo,A2,4000,중빈도,문신,exact
4466,tax,2015,Tax,B1,6859,중빈도,세금을 부과하다,exact
4467,tea,2015,Tea,A1,234,고빈도,차,exact
1827,teach,2015,Teach,A1,2602,고빈도,가르치다,exact
4468,tear,2015,Tear,A2,2879,고빈도,찢다,exact
4469,tease,2015,Tease,A2,2500,중빈도,"놀리다, 괴롭히다",exact
4470,teen,2015,Teen,A1,3000,중빈도,"십 대, 10대 청소년",exact
4471,teenage,2015,Teenage,A1,3200,중빈도,"십 대의, 10대의",exact
4472,telegraph,2015,Telegraph,B1,5000,중빈도,"전신, 전신기",exact
4473,telephone,2015,Telephone,A1,800,고빈도,전화,exact
4474,tell,2015,Tell,A1,320,고빈도,"말하다, 알려주다",exact
4475,temperature,2015,Temperature,A2,800,고빈도,온도,exact
4476,temple,2015,Temple,A2,2500,중빈도,"사원, 절",exact
4477,temporary,2015,Temporary,B1,1849,고빈도,일시적인,exact
4478,tempt,2015,Tempt,B1,4100,중빈도,"유혹하다, 부추기다",exact
4479,tenant,2015,Tenant,B1,3200,중빈도,"세입자, 임차인",exact
4480,tend,2015,Tend,A2,1800,중빈도,"돌보다, 경향이 있다",exact
4481,tender,2015,Tender,A2,1697,고빈도,"부드러운, 다정한",exact
4482,tense,2015,Tense,A2,2014,고빈도,긴장한,exact
4483,term,2015,Term,B1,350,고빈도,"용어, 학기, 조건, 관계",exact
4484,terminal,2015,Terminal,A2,2800,중빈도,"터미널, 종착역, 말기의",exact
4485,terminate,2015,Terminate,C1,3143,저빈도,종료하다,exact
4486,terrace,2015,Terrace,A2,3500,중빈도,"테라스, 층계식 밭",exact
4487,terrible,2015,Terrible,A1,800,고빈도,"끔찍한, 심한",exact
4488,terrific,2015,Terrific,A1,2800,중빈도,"아주 좋은, 훌륭한",exact
4489,territory,2015,Territory,B1,1724,중빈도,"영토, 지역",exact
4490,test,2015,Test,A2,8275,고빈도,시험하다,exact
4491,testify,2015,Testify,B2,6873,저빈도,증언하다,exact
4492,text,2015,Text,A2,2976,고빈도,문자하다,exact
4493,textbook,2015,Textbook,A1,700,고빈도,교과서,exact
4494,than,2015,Than,A1,50,고빈도,~보다,exact
4495,thank,2015,Thank,A2,2441,고빈도,감사하다,exact
4496,that,2015,That,A1,9,고빈도,"저것, 그, ~라는 것",exact
4497,the,2015,the,A1,1,고빈도,그,exact
4498,theme,2015,Theme,A2,1800,중빈도,주제,exact
4499,then,2015,Then,A1,50,고빈도,"그때, 그러면, 그리고 나서",exact
4500,theory,2015,Theory,B1,800,고빈도,이론,exact
4501,therapy,2015,Therapy,A2,1200,고빈도,"치료, 요법",exact
4502,there,2015,There,A1,30,고빈도,"거기에, 있다",exact
4503,therefore,2015,Therefore,B1,300,고빈도,"그러므로, 따라서",exact
1826,they,2015,They,A1,13,고빈도,"그들, 그분들",exact
4504,thick,2015,Thick,A1,800,고빈도,"두꺼운, 짙은",exact
4505,thief,2015,Thief,A1,2500,중빈도,도둑,exact
4506,thin,2015,Thin,A1,900,고빈도,"얇은, 마른",exact
4507,thing,2015,Thing,A1,100,고빈도,"것, 물건, 일",exact
4508,think,2015,Think,A1,80,고빈도,생각하다,exact
4509,thirst,2015,Thirst,A2,2500,중빈도,"갈증, 목마름",exact
4510,this,2015,This,A1,10,고빈도,"이것, 이",exact
4511,thorough,2015,thorough,B2,8612,중빈도,"철저한, 완전한",exact
4512,though,2015,Though,A2,150,고빈도,"비록 ~이지만, ~에도 불구하고",exact
4513,thousand,2015,Thousand,A1,600,고빈도,"천, 1000",exact
4514,thread,2015,Thread,A2,1932,고빈도,"실, 주제",exact
4515,threat,2015,Threat,B1,1503,중빈도,위협,exact
4516,thrill,2015,Thrill,B1,2173,중빈도,전율시키다,exact
4517,throat,2015,Throat,A1,1500,중빈도,목구멍,exact
4518,through,2015,Through,A2,50,고빈도,~을 통하여,exact
4519,throw,2015,Throw,A1,2829,고빈도,던지다,exact
4520,thumb,2015,Thumb,A1,1500,고빈도,엄지 (손가락),exact
4521,thus,2015,Thus,B1,3200,중빈도,"그러므로, 따라서",exact
4522,tick,2015,Tick,A1,1900,고빈도,"진드기, 똑딱거리는 소리, 체크 표시",exact
4523,tide,2015,Tide,A2,2800,중빈도,"조수, 밀물, 썰물",exact
4524,tidy,2015,Tidy,A1,1906,고빈도,깔끔한,exact
4525,tie,2015,Tie,A2,2586,고빈도,묶다,exact
4526,tiger,2015,Tiger,A1,789,고빈도,호랑이,exact
4527,tight,2015,Tight,A1,1234,중빈도,"꽉 조이는, 빡빡한",exact
4528,till,2015,Till,A2,1800,중빈도,~까지,exact
4529,timber,2015,Timber,A2,2800,중빈도,"목재, 재목",exact
4530,time,2015,Time,A1,60,고빈도,"시간, 때",exact
4531,tin,2015,Tin,A1,2900,중빈도,주석; 통조림,exact
4532,tiny,2015,Tiny,A1,1200,고빈도,"아주 작은, 조그마한",exact
4533,tip,2015,Tip,A1,900,고빈도,"끝, 팁, 조언",exact
4534,tissue,2015,Tissue,A1,1800,고빈도,"조직, 화장지",exact
4535,title,2015,Title,B1,3184,중빈도,제목을 붙이다,exact
4536,to,2015,To,A1,4,고빈도,"에, 에게, ~로, ~까지, ~위하여",exact
4537,tobacco,2015,Tobacco,B1,1528,중빈도,담배,exact
4538,today,2015,Today,A1,56,고빈도,오늘,exact
4539,toe,2015,Toe,A1,2345,중빈도,발끝으로 차다,exact
4540,together,2015,Together,A1,123,고빈도,결합된,exact
4541,toilet,2015,Toilet,A1,1234,고빈도,용변을 보다,exact
4542,tomorrow,2015,Tomorrow,A1,200,고빈도,내일,exact
4543,tone,2015,Tone,A2,1200,고빈도,"어조, 음색",exact
4544,tongue,2015,Tongue,A1,1577,고빈도,혀; 언어,exact
4545,tonight,2015,Tonight,A1,300,고빈도,오늘 밤,exact
4546,too,2015,Too,A1,20,고빈도,"너무, 또한",exact
4547,tool,2015,Tool,A1,1500,중빈도,"도구, 연장",exact
4548,tooth,2015,Tooth,A1,1200,중빈도,이,exact
4549,top,2015,Top,A1,500,고빈도,"꼭대기, 정상, 윗부분",exact
4550,torture,2015,Torture,B1,4000,중빈도,고문,exact
4551,toss,2015,Toss,A2,1753,고빈도,던지다,exact
4552,total,2015,Total,B1,3024,중빈도,합계하다,exact
4553,touch,2015,Touch,A2,2624,고빈도,만지다,exact
4554,tough,2015,Tough,A1,800,고빈도,"힘든, 어려운, 질긴",exact
1828,tour,2015,Tour,B1,4288,고빈도,관광하다,exact
4555,tower,2015,Tower,A1,1234,중빈도,탑,exact
4556,town,2015,Town,A1,456,고빈도,"마을, 도시",exact
4557,toxic,2015,Toxic,B1,2345,중빈도,"유독한, 독성의",exact
4558,toy,2015,Toy,A1,678,고빈도,장난감,exact
4559,trace,2015,Trace,B2,3972,고빈도,추적하다,exact
4560,trade,2015,Trade,A2,2501,고빈도,거래하다,exact
4561,tradition,2015,Tradition,A1,800,고빈도,전통,exact
4562,traffic,2015,Traffic,A1,900,고빈도,"교통, 교통량",exact
4563,tragic,2015,Tragic,B1,2800,중빈도,비극적인,exact
4564,trail,2015,Trail,A2,1800,중빈도,"오솔길, 자국",exact
4565,train,2015,Train,A2,2508,고빈도,훈련시키다,exact
4566,transact,2015,,,,,,none
4567,transfer,2015,Transfer,B1,3308,고빈도,옮기다,exact
4568,transform,2015,Transform,B1,2542,중빈도,변형시키다,exact
4569,transition,2015,transition,B2,8619,중빈도,"전환, 이행",exact
4570,translate,2015,Translate,B1,2464,중빈도,번역하다,exact
4571,transmit,2015,Transmit,B1,2013,중빈도,전송하다,exact
4572,transport,2015,Transport,B1,4640,중빈도,운송하다,exact
4573,trap,2015,Trap,A2,1801,고빈도,"덫, 함정",exact
4574,travel,2015,Travel,A2,2844,고빈도,여행하다,exact
4575,tray,2015,Tray,A1,1200,고빈도,"쟁반, 받침",exact
4576,treasure,2015,Treasure,B1,7613,중빈도,소중히하다,exact
4577,treat,2015,Treat,A2,3168,고빈도,치료하다,exact
4578,treaty,2015,Treaty,B1,3200,중빈도,"조약, 협정",exact
4579,tree,2015,Tree,A1,300,고빈도,나무,exact
4580,tremendous,2015,Tremendous,B1,1780,고빈도,엄청난,exact
4581,trend,2015,Trend,A2,1500,중빈도,"추세, 경향",exact
4582,trial,2015,Trial,B1,1200,중빈도,"재판, 시험",exact
4583,triangle,2015,Triangle,A1,800,고빈도,삼각형,exact
4584,tribe,2015,Tribe,B1,2800,중빈도,부족,exact
4585,trick,2015,Trick,A1,789,고빈도,"속임수, 장난, 재주",exact
4586,trigger,2015,Trigger,B1,1684,중빈도,"방아쇠, 계기",exact
4587,trim,2015,Trim,A2,1994,고빈도,다듬다,exact
4588,trip,2015,Trip,A2,3080,고빈도,걸려 넘어지다,exact
4589,triumph,2015,Triumph,B1,1772,중빈도,승리,exact
4590,troop,2015,Troop,A2,2800,중빈도,"군대, 병력",exact
4591,trophy,2015,Trophy,A2,2200,중빈도,"트로피, 우승컵",exact
4592,trouble,2015,Trouble,A1,800,고빈도,"문제, 어려움",exact
4593,trouser,2015,,,,,,none
4594,true,2015,True,A1,200,고빈도,"진실의, 참된",exact
4595,trunk,2015,Trunk,A1,900,고빈도,"몸통, (나무의) 줄기, (자동차의) 트렁크",exact
4596,trust,2015,Trust,A2,3005,고빈도,신뢰하다,exact
4597,truth,2015,Truth,A1,400,고빈도,"진실, 사실",exact
4598,try,2015,Try,A1,360,고빈도,"시도하다, 노력하다",exact
4599,tube,2015,Tube,A1,2500,중빈도,"튜브, 관",exact
4600,tune,2015,Tune,B1,2349,중빈도,조율하다,exact
4601,tunnel,2015,Tunnel,A1,1500,중빈도,터널,exact
4602,turn,2015,Turn,A1,2849,최고빈도,돌다,exact
4603,turnover,2015,Turnover,B2,2345,중빈도,"매출액, 이직률",exact
4604,tutor,2015,Tutor,B1,4510,중빈도,개인지도하다,exact
4605,twice,2015,twice,A1,,,두 번,exact
4606,twin,2015,Twin,A1,1653,고빈도,쌍둥이,exact
4607,twist,2015,Twist,A2,1779,고빈도,비틀다,exact
4608,type,2015,Type,A2,2371,고빈도,타이핑하다,exact
4609,typical,2015,Typical,A2,800,고빈도,"전형적인, 일반적인",exact
4611,ugly,2015,Ugly,A1,2500,중빈도,"못생긴, 추한",exact
4612,ultimate,2015,ultimate,B2,8625,중빈도,"궁극적인, 최종의",exact
4613,umbrella,2015,Umbrella,A1,1500,중빈도,우산,exact
4614,uncle,2015,Uncle,A1,800,고빈도,"삼촌, 외삼촌, 고모부, 이모부",exact
4615,under,2015,Under,A1,50,고빈도,"~아래에, ~밑에",exact
4616,undergo,2015,Undergo,B1,1960,중빈도,겪다,exact
4617,underlie,2015,underlie,B2,8629,중빈도,~의 기저를 이루다,exact
4618,undermine,2015,undermine,B2,8630,중빈도,"약화시키다, 손상시키다",exact
4619,understand,2015,Understand,A1,2612,고빈도,이해하다,exact
4620,undertake,2015,undertake,B2,8631,중빈도,"착수하다, 맡다",exact
